[W socket.cpp:634] The server socket on [ip-172-31-85-21.ec2.internal]:1234 is not yet listening (generic error: 111 - Connection refused).
[W socket.cpp:634] The server socket on [ip-172-31-85-21.ec2.internal]:1234 is not yet listening (generic error: 111 - Connection refused).
[W socket.cpp:634] The server socket on [ip-172-31-85-21.ec2.internal]:1234 is not yet listening (generic error: 111 - Connection refused).
[W socket.cpp:634] The server socket on [ip-172-31-85-21.ec2.internal]:1234 is not yet listening (generic error: 111 - Connection refused).
[W socket.cpp:634] The server socket on [ip-172-31-85-21.ec2.internal]:1234 is not yet listening (generic error: 111 - Connection refused).
[W socket.cpp:634] The server socket on [ip-172-31-85-21.ec2.internal]:1234 is not yet listening (generic error: 111 - Connection refused).
Namespace(batch_size=16, beta1=0.5, cuda=False, dataroot='./cifar10', dataset='cifar10', image_size=64, learning_rate=0.0002, local_rank=1, max_workers=4, ndf=64, ngf=64, num_epochs=1, nz=100, out_folder='.', seed=0)
Namespace(batch_size=16, beta1=0.5, cuda=False, dataroot='./cifar10', dataset='cifar10', image_size=64, learning_rate=0.0002, local_rank=0, max_workers=4, ndf=64, ngf=64, num_epochs=1, nz=100, out_folder='.', seed=0)
Using seed: 0
Using seed: 0
Using GPU: False
Using GPU: False
Rank: 3. World Size: 4
Rank: 2. World Size: 4
Dataset cifar10 loaded
/usr/local/lib/python3.6/dist-packages/torch/utils/data/dataloader.py:490: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  cpuset_checked))
Dataset cifar10 loaded
/usr/local/lib/python3.6/dist-packages/torch/utils/data/dataloader.py:490: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  cpuset_checked))
Rank: 3, Epoch: 0, Training ...
Rank: 2, Epoch: 0, Training ...
[epoch: 0/1][iteration: 0/782][rank: 2] Loss_D: 1.5506, Loss_G: 4.8522, D(x): 0.5634, D(G(z)): 0.6129 / 0.0082, iteration time: 1.7928s
[epoch: 0/1][iteration: 6/782][rank: 3] Loss_D: 0.4179, Loss_G: 6.5686, D(x): 0.8614, D(G(z)): 0.2197 / 0.0015, iteration time: 1.4447s
[epoch: 0/1][iteration: 7/782][rank: 2] Loss_D: 0.5794, Loss_G: 6.5191, D(x): 0.7346, D(G(z)): 0.1873 / 0.0016, iteration time: 1.4210s
[epoch: 0/1][iteration: 7/782][rank: 3] Loss_D: 0.4506, Loss_G: 6.5191, D(x): 0.8032, D(G(z)): 0.1873 / 0.0016, iteration time: 1.4114s
[epoch: 0/1][iteration: 8/782][rank: 2] Loss_D: 0.5110, Loss_G: 7.9369, D(x): 0.8344, D(G(z)): 0.2607 / 0.0004, iteration time: 1.4238s
[epoch: 0/1][iteration: 8/782][rank: 3] Loss_D: 0.5082, Loss_G: 7.9369, D(x): 0.8300, D(G(z)): 0.2607 / 0.0004, iteration time: 1.4104s
[epoch: 0/1][iteration: 9/782][rank: 2] Loss_D: 0.4202, Loss_G: 7.4817, D(x): 0.8130, D(G(z)): 0.1401 / 0.0006, iteration time: 1.4646s
[epoch: 0/1][iteration: 9/782][rank: 3] Loss_D: 0.4944, Loss_G: 7.4817, D(x): 0.7711, D(G(z)): 0.1401 / 0.0006, iteration time: 1.4714s
[epoch: 0/1][iteration: 10/782][rank: 2] Loss_D: 0.3396, Loss_G: 8.0651, D(x): 0.8608, D(G(z)): 0.1558 / 0.0003, iteration time: 1.4158s
[epoch: 0/1][iteration: 10/782][rank: 3] Loss_D: 0.2245, Loss_G: 8.0651, D(x): 0.9496, D(G(z)): 0.1558 / 0.0003, iteration time: 1.4184s
[epoch: 0/1][iteration: 11/782][rank: 2] Loss_D: 0.3728, Loss_G: 8.6059, D(x): 0.8318, D(G(z)): 0.1549 / 0.0002, iteration time: 1.4388s
[epoch: 0/1][iteration: 11/782][rank: 3] Loss_D: 0.2773, Loss_G: 8.6059, D(x): 0.9004, D(G(z)): 0.1549 / 0.0002, iteration time: 1.4436s
[epoch: 0/1][iteration: 12/782][rank: 2] Loss_D: 0.2251, Loss_G: 7.7059, D(x): 0.8706, D(G(z)): 0.0733 / 0.0005, iteration time: 1.4442s
[epoch: 0/1][iteration: 12/782][rank: 3] Loss_D: 0.1471, Loss_G: 7.7059, D(x): 0.9334, D(G(z)): 0.0733 / 0.0005, iteration time: 1.4298s
[epoch: 0/1][iteration: 13/782][rank: 3] Loss_D: 0.4028, Loss_G: 11.5440, D(x): 0.9660, D(G(z)): 0.2976 / 0.0000, iteration time: 1.4501s
[epoch: 0/1][iteration: 13/782][rank: 2] Loss_D: 0.4091, Loss_G: 11.5440, D(x): 0.9611, D(G(z)): 0.2976 / 0.0000, iteration time: 1.4634s
[epoch: 0/1][iteration: 14/782][rank: 2] Loss_D: 0.0908, Loss_G: 10.4235, D(x): 0.9155, D(G(z)): 0.0009 / 0.0000, iteration time: 1.4331s
[epoch: 0/1][iteration: 14/782][rank: 3] Loss_D: 0.1948, Loss_G: 10.4235, D(x): 0.8470, D(G(z)): 0.0009 / 0.0000, iteration time: 1.4592s
[epoch: 0/1][iteration: 15/782][rank: 2] Loss_D: 0.0952, Loss_G: 6.1801, D(x): 0.9251, D(G(z)): 0.0152 / 0.0024, iteration time: 1.4522s
[epoch: 0/1][iteration: 15/782][rank: 3] Loss_D: 0.0737, Loss_G: 6.1801, D(x): 0.9446, D(G(z)): 0.0152 / 0.0024, iteration time: 1.4437s
[epoch: 0/1][iteration: 16/782][rank: 2] Loss_D: 2.0096, Loss_G: 13.6242, D(x): 0.9080, D(G(z)): 0.8364 / 0.0000, iteration time: 1.4419s
[epoch: 0/1][iteration: 16/782][rank: 3] Loss_D: 1.9294, Loss_G: 13.6242, D(x): 0.9774, D(G(z)): 0.8364 / 0.0000, iteration time: 1.4541s
[epoch: 0/1][iteration: 17/782][rank: 2] Loss_D: 0.0918, Loss_G: 14.4337, D(x): 0.9180, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4214s
[epoch: 0/1][iteration: 17/782][rank: 3] Loss_D: 0.0878, Loss_G: 14.4337, D(x): 0.9183, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4099s
[epoch: 0/1][iteration: 18/782][rank: 2] Loss_D: 0.3027, Loss_G: 13.5239, D(x): 0.7899, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4450s
[epoch: 0/1][iteration: 18/782][rank: 3] Loss_D: 0.5077, Loss_G: 13.5239, D(x): 0.6743, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4548s
[epoch: 0/1][iteration: 19/782][rank: 2] Loss_D: 0.0438, Loss_G: 10.7471, D(x): 0.9578, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4054s
[epoch: 0/1][iteration: 19/782][rank: 3] Loss_D: 0.0548, Loss_G: 10.7471, D(x): 0.9494, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4071s
[epoch: 0/1][iteration: 20/782][rank: 2] Loss_D: 0.0506, Loss_G: 4.9270, D(x): 0.9778, D(G(z)): 0.0270 / 0.0095, iteration time: 1.4328s
[epoch: 0/1][iteration: 20/782][rank: 3] Loss_D: 0.1728, Loss_G: 4.9270, D(x): 0.8748, D(G(z)): 0.0270 / 0.0095, iteration time: 1.4246s
[epoch: 0/1][iteration: 21/782][rank: 3] Loss_D: 3.6446, Loss_G: 13.1485, D(x): 0.9400, D(G(z)): 0.9695 / 0.0000, iteration time: 1.4114s
[epoch: 0/1][iteration: 21/782][rank: 2] Loss_D: 3.5678, Loss_G: 13.1485, D(x): 0.9866, D(G(z)): 0.9695 / 0.0000, iteration time: 1.4400s
[epoch: 0/1][iteration: 22/782][rank: 2] Loss_D: 0.0823, Loss_G: 14.1534, D(x): 0.9241, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4148s
[epoch: 0/1][iteration: 22/782][rank: 3] Loss_D: 0.2097, Loss_G: 14.1534, D(x): 0.8281, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4348s
[epoch: 0/1][iteration: 23/782][rank: 2] Loss_D: 0.1929, Loss_G: 13.2611, D(x): 0.8889, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4158s
[epoch: 0/1][iteration: 23/782][rank: 3] Loss_D: 0.2440, Loss_G: 13.2611, D(x): 0.8304, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4317s
[epoch: 0/1][iteration: 24/782][rank: 2] Loss_D: 0.1405, Loss_G: 10.7368, D(x): 0.8791, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4527s
[epoch: 0/1][iteration: 24/782][rank: 3] Loss_D: 0.0916, Loss_G: 10.7368, D(x): 0.9200, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4328s
[epoch: 0/1][iteration: 25/782][rank: 2] Loss_D: 0.1658, Loss_G: 5.3702, D(x): 0.8780, D(G(z)): 0.0061 / 0.0058, iteration time: 1.4448s
[epoch: 0/1][iteration: 25/782][rank: 3] Loss_D: 0.0824, Loss_G: 5.3702, D(x): 0.9327, D(G(z)): 0.0061 / 0.0058, iteration time: 1.4608s
[epoch: 0/1][iteration: 26/782][rank: 2] Loss_D: 3.1316, Loss_G: 13.5891, D(x): 0.9374, D(G(z)): 0.9465 / 0.0000, iteration time: 1.4377s
[epoch: 0/1][iteration: 26/782][rank: 3] Loss_D: 3.1433, Loss_G: 13.5891, D(x): 0.9341, D(G(z)): 0.9465 / 0.0000, iteration time: 1.4292s
[epoch: 0/1][iteration: 27/782][rank: 2] Loss_D: 0.0630, Loss_G: 14.7183, D(x): 0.9408, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4371s
[epoch: 0/1][iteration: 27/782][rank: 3] Loss_D: 0.1246, Loss_G: 14.7183, D(x): 0.9096, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4381s
[epoch: 0/1][iteration: 28/782][rank: 2] Loss_D: 0.0787, Loss_G: 14.3541, D(x): 0.9263, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4413s
[epoch: 0/1][iteration: 28/782][rank: 3] Loss_D: 0.1156, Loss_G: 14.3541, D(x): 0.8984, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4744s
[epoch: 0/1][iteration: 29/782][rank: 2] Loss_D: 0.3001, Loss_G: 13.1717, D(x): 0.7884, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4283s
[epoch: 0/1][iteration: 29/782][rank: 3] Loss_D: 0.1227, Loss_G: 13.1717, D(x): 0.8914, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4427s
[epoch: 0/1][iteration: 30/782][rank: 2] Loss_D: 0.0764, Loss_G: 11.0556, D(x): 0.9309, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4405s
[epoch: 0/1][iteration: 30/782][rank: 3] Loss_D: 0.0490, Loss_G: 11.0556, D(x): 0.9559, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4380s
[epoch: 0/1][iteration: 31/782][rank: 2] Loss_D: 0.0578, Loss_G: 7.3274, D(x): 0.9467, D(G(z)): 0.0006 / 0.0007, iteration time: 1.4248s
[epoch: 0/1][iteration: 31/782][rank: 3] Loss_D: 0.0858, Loss_G: 7.3274, D(x): 0.9239, D(G(z)): 0.0006 / 0.0007, iteration time: 1.4326s
[epoch: 0/1][iteration: 32/782][rank: 2] Loss_D: 0.6279, Loss_G: 11.5024, D(x): 0.9743, D(G(z)): 0.4430 / 0.0000, iteration time: 1.4494s
[epoch: 0/1][iteration: 32/782][rank: 3] Loss_D: 0.6411, Loss_G: 11.5024, D(x): 0.9619, D(G(z)): 0.4430 / 0.0000, iteration time: 1.4485s
[epoch: 0/1][iteration: 33/782][rank: 2] Loss_D: 0.2364, Loss_G: 12.0926, D(x): 0.8052, D(G(z)): 0.0002 / 0.0000, iteration time: 1.4255s
[epoch: 0/1][iteration: 33/782][rank: 3] Loss_D: 0.1920, Loss_G: 12.0926, D(x): 0.8688, D(G(z)): 0.0002 / 0.0000, iteration time: 1.4307s
[epoch: 0/1][iteration: 34/782][rank: 2] Loss_D: 0.0666, Loss_G: 10.6938, D(x): 0.9376, D(G(z)): 0.0001 / 0.0000, iteration time: 1.4455s
[epoch: 0/1][iteration: 34/782][rank: 3] Loss_D: 0.0191, Loss_G: 10.6938, D(x): 0.9814, D(G(z)): 0.0001 / 0.0000, iteration time: 1.4529s
[epoch: 0/1][iteration: 35/782][rank: 3] Loss_D: 0.0315, Loss_G: 6.6857, D(x): 0.9722, D(G(z)): 0.0030 / 0.0013, iteration time: 1.4494s
[epoch: 0/1][iteration: 35/782][rank: 2] Loss_D: 0.0300, Loss_G: 6.6857, D(x): 0.9737, D(G(z)): 0.0030 / 0.0013, iteration time: 1.4566s
[epoch: 0/1][iteration: 36/782][rank: 2] Loss_D: 1.9707, Loss_G: 14.4546, D(x): 0.9520, D(G(z)): 0.8399 / 0.0000, iteration time: 1.4434s
[epoch: 0/1][iteration: 36/782][rank: 3] Loss_D: 1.9310, Loss_G: 14.4546, D(x): 0.9885, D(G(z)): 0.8399 / 0.0000, iteration time: 1.4509s
[epoch: 0/1][iteration: 37/782][rank: 2] Loss_D: 0.0832, Loss_G: 15.5545, D(x): 0.9226, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4272s
[epoch: 0/1][iteration: 37/782][rank: 3] Loss_D: 0.1868, Loss_G: 15.5545, D(x): 0.8535, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4405s
[epoch: 0/1][iteration: 38/782][rank: 3] Loss_D: 0.9860, Loss_G: 14.9169, D(x): 0.6227, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4225s
[epoch: 0/1][iteration: 38/782][rank: 2] Loss_D: 0.2665, Loss_G: 14.9169, D(x): 0.8228, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4295s
[epoch: 0/1][iteration: 39/782][rank: 2] Loss_D: 0.1649, Loss_G: 13.5062, D(x): 0.8595, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4394s
[epoch: 0/1][iteration: 39/782][rank: 3] Loss_D: 0.1087, Loss_G: 13.5062, D(x): 0.9007, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4589s
[epoch: 0/1][iteration: 40/782][rank: 2] Loss_D: 0.0405, Loss_G: 11.4025, D(x): 0.9616, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4860s
[epoch: 0/1][iteration: 40/782][rank: 3] Loss_D: 0.0262, Loss_G: 11.4025, D(x): 0.9746, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4851s
[epoch: 0/1][iteration: 41/782][rank: 3] Loss_D: 0.0862, Loss_G: 8.2579, D(x): 0.9202, D(G(z)): 0.0003 / 0.0003, iteration time: 1.4200s
[epoch: 0/1][iteration: 41/782][rank: 2] Loss_D: 0.0199, Loss_G: 8.2579, D(x): 0.9808, D(G(z)): 0.0003 / 0.0003, iteration time: 1.4349s
[epoch: 0/1][iteration: 42/782][rank: 2] Loss_D: 0.0643, Loss_G: 4.4754, D(x): 0.9711, D(G(z)): 0.0333 / 0.0122, iteration time: 1.4169s
[epoch: 0/1][iteration: 42/782][rank: 3] Loss_D: 0.0765, Loss_G: 4.4754, D(x): 0.9609, D(G(z)): 0.0333 / 0.0122, iteration time: 1.4365s
[epoch: 0/1][iteration: 43/782][rank: 2] Loss_D: 2.4809, Loss_G: 13.6696, D(x): 0.9660, D(G(z)): 0.9034 / 0.0000, iteration time: 1.4286s
[epoch: 0/1][iteration: 43/782][rank: 3] Loss_D: 2.4653, Loss_G: 13.6696, D(x): 0.9805, D(G(z)): 0.9034 / 0.0000, iteration time: 1.4037s
[epoch: 0/1][iteration: 44/782][rank: 2] Loss_D: 0.1341, Loss_G: 14.9470, D(x): 0.8780, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4346s
[epoch: 0/1][iteration: 44/782][rank: 3] Loss_D: 0.2397, Loss_G: 14.9470, D(x): 0.8304, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4461s
[epoch: 0/1][iteration: 45/782][rank: 2] Loss_D: 0.1188, Loss_G: 14.7874, D(x): 0.8953, D(G(z)): 0.0000 / 0.0000, iteration time: 1.3805s
[epoch: 0/1][iteration: 45/782][rank: 3] Loss_D: 0.1264, Loss_G: 14.7874, D(x): 0.8962, D(G(z)): 0.0000 / 0.0000, iteration time: 1.3700s
[epoch: 0/1][iteration: 46/782][rank: 2] Loss_D: 0.2419, Loss_G: 13.8823, D(x): 0.8157, D(G(z)): 0.0000 / 0.0000, iteration time: 1.3928s
[epoch: 0/1][iteration: 46/782][rank: 3] Loss_D: 0.1840, Loss_G: 13.8823, D(x): 0.8552, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4066s
[epoch: 0/1][iteration: 47/782][rank: 2] Loss_D: 0.1619, Loss_G: 12.5523, D(x): 0.8589, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4076s
[epoch: 0/1][iteration: 47/782][rank: 3] Loss_D: 0.0597, Loss_G: 12.5523, D(x): 0.9445, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4022s
[epoch: 0/1][iteration: 48/782][rank: 2] Loss_D: 0.0865, Loss_G: 10.4872, D(x): 0.9230, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4276s
[epoch: 0/1][iteration: 48/782][rank: 3] Loss_D: 0.0944, Loss_G: 10.4872, D(x): 0.9205, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4178s
[epoch: 0/1][iteration: 49/782][rank: 2] Loss_D: 0.0480, Loss_G: 7.1756, D(x): 0.9581, D(G(z)): 0.0007 / 0.0008, iteration time: 1.4073s
[epoch: 0/1][iteration: 49/782][rank: 3] Loss_D: 0.0214, Loss_G: 7.1756, D(x): 0.9801, D(G(z)): 0.0007 / 0.0008, iteration time: 1.4204s
[epoch: 0/1][iteration: 50/782][rank: 3] Loss_D: 0.1804, Loss_G: 5.4216, D(x): 0.9491, D(G(z)): 0.1138 / 0.0049, iteration time: 1.4212s
[epoch: 0/1][iteration: 50/782][rank: 2] Loss_D: 0.1382, Loss_G: 5.4216, D(x): 0.9844, D(G(z)): 0.1138 / 0.0049, iteration time: 1.4320s
[epoch: 0/1][iteration: 51/782][rank: 2] Loss_D: 0.8414, Loss_G: 12.5850, D(x): 0.9731, D(G(z)): 0.5380 / 0.0000, iteration time: 1.4304s
[epoch: 0/1][iteration: 51/782][rank: 3] Loss_D: 0.8509, Loss_G: 12.5850, D(x): 0.9656, D(G(z)): 0.5380 / 0.0000, iteration time: 1.4303s
[epoch: 0/1][iteration: 52/782][rank: 2] Loss_D: 0.1379, Loss_G: 13.8611, D(x): 0.9144, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4447s
[epoch: 0/1][iteration: 52/782][rank: 3] Loss_D: 0.1963, Loss_G: 13.8611, D(x): 0.8367, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4443s
[epoch: 0/1][iteration: 53/782][rank: 2] Loss_D: 0.0377, Loss_G: 13.1060, D(x): 0.9636, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4370s
[epoch: 0/1][iteration: 53/782][rank: 3] Loss_D: 0.0618, Loss_G: 13.1060, D(x): 0.9425, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4362s
[epoch: 0/1][iteration: 54/782][rank: 2] Loss_D: 0.0752, Loss_G: 11.7996, D(x): 0.9371, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4349s
[epoch: 0/1][iteration: 54/782][rank: 3] Loss_D: 0.2735, Loss_G: 11.7996, D(x): 0.7836, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4387s
[epoch: 0/1][iteration: 55/782][rank: 2] Loss_D: 0.2202, Loss_G: 9.4325, D(x): 0.8420, D(G(z)): 0.0001 / 0.0001, iteration time: 1.4109s
[epoch: 0/1][iteration: 55/782][rank: 3] Loss_D: 0.1338, Loss_G: 9.4325, D(x): 0.8972, D(G(z)): 0.0001 / 0.0001, iteration time: 1.4191s
[epoch: 0/1][iteration: 56/782][rank: 2] Loss_D: 0.0508, Loss_G: 5.8830, D(x): 0.9554, D(G(z)): 0.0030 / 0.0036, iteration time: 1.4593s
[epoch: 0/1][iteration: 56/782][rank: 3] Loss_D: 0.0755, Loss_G: 5.8830, D(x): 0.9335, D(G(z)): 0.0030 / 0.0036, iteration time: 1.4505s
[epoch: 0/1][iteration: 57/782][rank: 2] Loss_D: 1.0086, Loss_G: 12.5522, D(x): 0.9762, D(G(z)): 0.5663 / 0.0000, iteration time: 1.4296s
[epoch: 0/1][iteration: 57/782][rank: 3] Loss_D: 1.0038, Loss_G: 12.5522, D(x): 0.9805, D(G(z)): 0.5663 / 0.0000, iteration time: 1.4382s
[epoch: 0/1][iteration: 58/782][rank: 2] Loss_D: 0.0858, Loss_G: 13.6465, D(x): 0.9244, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4400s
[epoch: 0/1][iteration: 58/782][rank: 3] Loss_D: 0.1095, Loss_G: 13.6465, D(x): 0.9062, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4351s
[epoch: 0/1][iteration: 59/782][rank: 2] Loss_D: 0.0717, Loss_G: 12.5604, D(x): 0.9349, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4306s
[epoch: 0/1][iteration: 59/782][rank: 3] Loss_D: 0.1710, Loss_G: 12.5604, D(x): 0.8604, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4405s
[epoch: 0/1][iteration: 60/782][rank: 2] Loss_D: 0.0297, Loss_G: 10.5474, D(x): 0.9715, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4523s
[epoch: 0/1][iteration: 60/782][rank: 3] Loss_D: 0.4776, Loss_G: 10.5474, D(x): 0.6777, D(G(z)): 0.0000 / 0.0000, iteration time: 1.4577s
[epoch: 0/1][iteration: 61/782][rank: 3] Loss_D: 0.0608, Loss_G: 6.3133, D(x): 0.9465, D(G(z)): 0.0025 / 0.0025, iteration time: 1.4644s
[epoch: 0/1][iteration: 61/782][rank: 2] Loss_D: 0.0506, Loss_G: 6.3133, D(x): 0.9571, D(G(z)): 0.0025 / 0.0025, iteration time: 1.4772s
[epoch: 0/1][iteration: 62/782][rank: 2] Loss_D: 0.2488, Loss_G: 7.3984, D(x): 0.9880, D(G(z)): 0.2070 / 0.0007, iteration time: 1.4267s
[epoch: 0/1][iteration: 62/782][rank: 3] Loss_D: 0.2921, Loss_G: 7.3984, D(x): 0.9493, D(G(z)): 0.2070 / 0.0007, iteration time: 1.4274s
[epoch: 0/1][iteration: 63/782][rank: 3] Loss_D: 0.1827, Loss_G: 7.5851, D(x): 0.9328, D(G(z)): 0.1024 / 0.0006, iteration time: 1.4639s
[epoch: 0/1][iteration: 63/782][rank: 2] Loss_D: 0.1579, Loss_G: 7.5851, D(x): 0.9545, D(G(z)): 0.1024 / 0.0006, iteration time: 1.4730s
[epoch: 0/1][iteration: 64/782][rank: 2] Loss_D: 0.1301, Loss_G: 7.0067, D(x): 0.9557, D(G(z)): 0.0801 / 0.0010, iteration time: 1.4393s
